title,sentiment
How to teach kids science through cooking,Positive
Teach arts and sciences together,Positive
The artificial muscles that will power robots of the future,Positive
When you shouldn't follow the rules,Neutral
What is dyslexia?,Neutral
The city planting a million trees in two years,Positive
How does the thyroid manage your metabolism?,Neutral
The sounds and sights of tap dance,Positive
The duality of labels – and how to use them for good ,Positive
The riddle of experience vs. memory,Neutral
How to stop the next pandemic? Stop deforestation,Positive
Why you should disappoint your parents,Positive
Performing brain surgery without a scalpel,Positive
A millennial's unexpected secret to success,Positive
Stories from a home for terminally ill children,Positive
Why stay in Chernobyl? Because it's home.,Negative
How to design for dignity during times of war,Positive
"Suddenly, my body",Neutral
The science behind how parents affect child development,Neutral
Imaginative sculptures that explore how we perceive reality,Positive
Watch me play ... the audience!,Positive
Computing a theory of all knowledge,Neutral
Why I protest for climate justice,Positive
Don't kill your language,Negative
The science of sync,Neutral
How we need to remake the internet,Positive
We are makers,Positive
How ancient technology inspired my award-winning inventions,Positive
Lessons from fashion's free culture,Neutral
3 ways to be a better ally in the workplace,Positive
4 signs of emotional abuse,Negative
Is the weather actually becoming more extreme?,Neutral
A teen just trying to figure it out,Positive
A 40-year plan for energy,Positive
"Actually, the world isn't flat",Neutral
Bring out your inner filmmaker,Positive
"""Say What!"" / ""Nervous""",Negative
For women in pursuit of motherhood and a career,Positive
Hope and justice for women who've survived ISIS,Positive
This app knows how you feel -- from the look on your face,Neutral
"How I learned to stop worrying and love ""useless"" art",Positive
How horses changed history,Neutral
The beginning of the universe for beginners,Neutral
The art of persuasive storytelling,Neutral
What a living whale is worth -- and why the economy should protect nature,Positive
How business can drive solutions to social problems,Positive
My quest to defy gravity and fly,Positive
The rigged test of leadership,Negative
Sex needs a new metaphor. Here's one ...,Neutral
Why winning doesn't always equal success,Neutral
On being just crazy enough,Positive
Let's put birth control back on the agenda,Positive
Two poems about what dogs think (probably),Positive
The world doesn't need more nuclear weapons,Negative
"My daughter, my wife, our robot, and the quest for immortality",Positive
I hate McMansions -- and you should too,Negative
Why sitting is bad for you,Negative
Deep ocean mysteries and wonders,Positive
The human skills we need in an unpredictable world,Positive
Emergency medicine for our climate fever,Positive
Award-winning teenage science in action,Positive
The new political story that could change everything,Positive
A day in the life of a teenage samurai,Neutral
Comedy is translation,Neutral
Online predators spread fake porn of me. Here's how I fought back,Negative
Understanding the rise of China,Neutral
How to tame your wandering mind,Positive
"How to deconstruct racism, one headline at a time",Positive
The history (and future) of women in STEM,Positive
What really happens when you mix medications?,Neutral
Growing evidence of brain plasticity,Positive
Design for all 5 senses,Positive
This is broken,Negative
A rite of passage for late life,Positive
The case for engineering our food,Positive
"The legend of Annapurna, Hindu goddess of nourishment ",Positive
The secret ingredients of great hospitality,Positive
The price of shame,Negative
"Meet the mysterious ""monsters"" of the deep sea",Neutral
A whistleblower you haven't heard,Neutral
How we can navigate the coronavirus pandemic with courage and hope,Positive
Want to change the world? Start by being brave enough to care,Positive
Caregiving is real work — let's treat it that way,Positive
How museums help communities heal,Positive
The power of diversity within yourself,Positive
How the worst moments in our lives make us who we are,Positive
A vision for sustainability in aviation,Positive
A powerful idea about ideas,Positive
 A brief history of Spanish,Neutral
"Go ahead, dream about the future",Positive
Stunning photos of the endangered Everglades,Positive
My journey from Marine to actor,Positive
Rethinking infidelity ... a talk for anyone who has ever loved,Neutral
Every piece of art you've ever wanted to see -- up close and searchable,Positive
A millennial's proposal for a happy multigenerational workplace,Positive
8 lessons on building a company people enjoy working for,Positive
How to raise a Black son in America,Neutral
Why we must protect the digital rights of children,Positive
"Meet the tardigrade, the toughest animal on Earth",Positive
How to create a world where no one dies waiting for a transplant,Positive
The magic washing machine,Positive
"Meet Spot, the robot dog that can run, hop and open doors",Positive
The climate solutions worth funding — now,Positive
I think we all need a pep talk,Positive
Why our future relies on the genetic diversity of food,Positive
"Urban architecture inspired by mountains, clouds and volcanoes",Positive
Using Aboriginal traditions to teach tech,Positive
The Internet could crash. We need a Plan B,Negative
Why our universe might exist on a knife-edge,Neutral
Beethoven the businessman,Neutral
The case for collaborative consumption,Positive
Where are our digital ads really going?,Neutral
New thoughts on capital in the twenty-first century,Neutral
"A NASA astronaut's lessons on fear, confidence and preparing for spaceflight",Positive
Tales of a Zimbabwean comedian,Positive
Paper beats plastic? How to rethink environmental folklore,Neutral
"We don't ""move on"" from grief. We move forward with it",Positive
"Possible futures from the intersection of nature, tech and society",Positive
I am not your Asian stereotype,Negative
Militant atheism,Negative
The medical potential of AI and metabolites,Positive
We need money for aid. So let’s print it.,Negative
The dangers of mixing drugs,Negative
The art of misdirection,Neutral
How I'm working for change inside my church,Positive
A new approach to defending the human rights of migrants,Positive
Medical tech designed to meet Africa's needs,Positive
The surprisingly charming science of your gut,Positive
The myth of Hercules,Neutral
The voice of the natural world,Positive
How to shift your mindset and choose your future,Positive
What is verbal irony?,Neutral
How I made friends with reality,Positive
The growing megafire crisis — and how to contain it,Negative
How to make smart decisions more easily,Positive
How to make a sad story funny,Positive
How to make faster decisions,Neutral
The power of transformative collaboration,Positive
The untapped genius that could change science for the better,Positive
How schools can nurture every student's genius,Positive
The link between fishing cats and mangrove forest conservation,Positive
Can the damaged brain repair itself?,Neutral
The case for keeping the wilderness wild,Positive
The secret perks of driving electric,Positive
3 steps to stop remote work burnout,Positive
Why Africa must become a center of knowledge again,Positive
How does chemotherapy work?,Neutral
"An ER doctor on triaging your ""crazy busy"" life",Positive
Teach statistics before calculus!,Positive
A hero of the Congo forest,Positive
Art that craves your attention,Positive
Nuclear power is our best hope to ditch fossil fuels,Positive
The lost art of democratic debate,Negative
9 life lessons from rock climbing,Positive
The search for dark matter -- and what we've found so far,Neutral
The magnificence of spider silk,Positive
The day I stood up alone,Positive
Txtng is killing language. JK!!!,Neutral
How a long-forgotten virus could help us solve the antibiotics crisis,Positive
The wireless future of medicine,Positive
The life cycle of a cup of coffee,Neutral
What silence can teach you about sound,Neutral
The fascinating history of cemeteries ,Neutral
Parasitic worms hold back human progress. Here's how we can end them,Positive
Demo: A needle-free vaccine patch that's safer and way cheaper,Positive
The link between unemployment and terrorism,Negative
Why did Megalodon go extinct?,Neutral
Why change is so scary — and how to unlock its potential,Positive
Every pollen grain has a story,Neutral
How close are we to uploading our minds?,Neutral
Want to grow healthy food? Start with your lawn,Positive
The 4 ways sound affects us,Neutral
Why 30 is not the new 20,Neutral
The boiling river of the Amazon,Neutral
Does democracy stifle economic growth?,Negative
Why we laugh,Neutral
Three anti-social skills to improve your writing,Neutral
The origins of pleasure,Neutral
"True love — and the myth of ""happily ever after""",Negative
What Bruce Lee can teach us about living fully,Positive
How the progress bar keeps you sane,Positive
"And for my next trick, a robot",Positive
A day in the life of an Aztec midwife,Neutral
A third way to think about aid,Positive
Tracking our online trackers,Neutral
A cyber-magic card trick like no other,Positive
The hidden wonders of soil,Positive
What is the universe expanding into?,Neutral
A climate solution? The wisdom passed down through generations,Positive
Why do people fear the wrong things?,Neutral
"A new way to ""grow"" islands and coastlines",Positive
10 top time-saving tech tips,Positive
"An alternative to the ""midlife crisis""",Positive
The flower-shaped starshade that might help us detect Earth-like planets,Positive
Take health care off the mainframe,Neutral
Why is 1.5 degrees such a big deal?,Neutral
How to build synthetic DNA and send it across the internet,Positive
How I became the world's first publicly traded person,Positive
How big brands can help save biodiversity,Positive
"What ""Machiavellian"" really means",Neutral
"Design for people, not awards",Positive
The generation that's remaking China,Positive
How the Panama Papers journalists broke the biggest leak in history,Positive
Plucky rebels: Being agile in an un-agile place,Positive
How we cut youth violence in Boston by 79 percent,Positive
What I've learned from my autistic brothers,Positive
The key to a better malaria vaccine,Positive
What's hidden in Arctic ice? ,Neutral
Why the District of Columbia should get an equal right to vote,Positive
"And now, the real news",Neutral
Transition to a world without oil,Positive
How to use experts -- and when not to,Neutral
Where will you be able to live in 20 years?,Negative
Insults by Shakespeare,Neutral
The military case for sharing knowledge,Positive
How to transform your climate concern into action,Positive
What if we replaced politicians with randomly selected people?,Neutral
"A 5,300-year-old murder mystery",Neutral
A young guitarist meets his hero,Positive
3 ways to make better decisions -- by thinking like a computer,Positive
Let's protect the oceans like national parks,Positive
What science taught me about being a Muslim drag quee‪n‬,Positive
Texting that saves lives,Positive
How AI could save (not destroy) education,Positive
Why you should bring your whole self to work,Positive
A marriage of opposites: Krump meets Mozart,Positive
Would you sacrifice one person to save five?,Neutral
Brené Brown,Positive
The history of chocolate,Neutral
A choir as big as the Internet,Positive
There are no mistakes on the bandstand,Positive
How to win at evolution and survive a mass extinction,Positive
An app that empowers people to solve their legal problems,Positive
Am I not human? A call for criminal justice reform,Negative
"What few people know about the program that ""saved"" America",Positive
The great penguin rescue,Positive
"""Peace on Earth""",Positive
Lost in translation: The joy of a jargon-free world,Positive
Lessons from a lifetime of bad advice,Negative
Reescribe el cuento de tu vida,Positive
How equal do we want the world to be? You'd be surprised,Neutral
Don't misrepresent Africa,Negative
Ethical riddles in HIV research,Neutral
What's the point(e) of ballet?,Neutral
Can design save newspapers?,Positive
The lost art of letter-writing,Neutral
Why it's so hard to make healthy decisions,Negative
Life's an obstacle course — here's how to navigate it,Positive
"Thorium, an alternative nuclear fuel",Neutral
Photos that bear witness to modern slavery,Negative
An aerial perspective on renewable energy,Positive
The brain science (and benefits) of ASMR,Neutral
The art of the interview,Neutral
What crows teach us about death,Neutral
The ancient origins of the Olympics,Neutral
The unexpected key to boosting your productivity ,Positive
The workforce crisis of 2030 -- and how to start solving it now,Positive
The real story of Rosa Parks -- and why we need to confront myths about Black history,Neutral
"Visions of Africa's future, from African filmmakers",Positive
How surfboards connect us to nature,Positive
How compassion could save your strained relationships,Positive
5 promising factors propelling climate action,Positive
"Why is there a ""b"" in doubt?",Neutral
1816: The year with no summer,Negative
How social media can make history,Positive
"Why should you listen to Vivaldi's ""Four Seasons""?",Positive
How to make filthy water drinkable,Positive
Virtual Choir Live,Positive
How to reduce poverty? Fix homes,Positive
How better transportation can reinvigorate a city,Positive
The trauma of systematic racism is killing Black women. A first step toward change...,Negative
The search for planets beyond our solar system,Neutral
A few ways to fix a government,Positive
You don't have to leave your neighborhood to live in a better one,Positive
A tale of two Americas. And the mini-mart where they collided,Neutral
Porque le enseño a niños como yo a programar,Positive
Open-source cancer research,Positive
Why doctors are offering free tax prep in their waiting rooms,Positive
How the US can address the tragedy of veteran suicide,Negative
Why journalists have an obligation to challenge power,Positive
How to inspire every child to be a lifelong reader,Positive
Why students should have mental health days,Positive
Want to truly succeed? Lift others up while you climb,Positive
The global cooperation that accelerated the COVID-19 vaccines,Positive
Why elephants never forget,Neutral
When you're an ant but also a fungus tycoon,Neutral
No one can figure out how eels have sex,Neutral
A faster way to get to a clean energy future,Positive
What teachers make,Positive
"The Gauntlet | Think Like A Coder, Ep 8",Neutral
Debunking the myth of the Lost Cause: A lie embedded in American history,Negative
Life science in prison,Neutral
Art can heal PTSD's invisible wounds,Positive
"Floating cities, the LEGO House and other architectural forms of the future",Positive
Natural pest control ... using bugs!,Positive
How architecture can create dignity for all,Positive
Climate change is becoming a problem you can taste,Negative
How every child can thrive by five,Positive
How to find the person who can help you get ahead at work,Positive
The surprising science of alpha males,Neutral
New data on the rise of women,Positive
A future with fewer cars,Positive
The right to understand,Positive
What if a US presidential candidate refuses to concede after an election?,Negative
Why should you read Charles Dickens?,Positive
How urban agriculture is transforming Detroit,Positive
The historic women's suffrage march on Washington,Positive
The dark history of the overthrow of Hawaii,Negative
My invention that made peace with lions,Positive
What I learned from spending 31 days underwater,Positive
Redefining how we love,Positive
My wish: Help me stop pandemics,Positive
3 ways community creates a healthy life,Positive
How cults rewire the brain,Negative
Why we need to move manufacturing off-planet,Positive
The psychology of post-traumatic stress disorder,Negative
Art made of storms,Neutral
How many universes are there?,Neutral
Why archaeology needs to transcend borders ,Positive
"Dear world leaders, these are our climate demands",Negative
What's needed to bring the US voting system into the 21st century,Positive
The secrets of the world's most famous symphony,Neutral
Diversity in harmony,Positive
"If a story moves you, act on it",Positive
Learning from Sherman the shark,Positive
Nuestras mentiras en la vida y en los negocios,Negative
Hidden miracles of the natural world,Positive
Why we should end animal agriculture ,Negative
The city of walls: Constantinople,Neutral
The real-world influence of Star Trek,Positive
In praise of slowness,Positive
History's deadliest colors,Neutral
The genius of Mendeleev's periodic table,Positive
La selección latinoamericana de cerebros,Neutral
How dance can unleash your inner joy,Positive
"To overcome challenges, stop comparing yourself to others",Positive
A brief history of dogs,Neutral
Watch what you dispose of,Neutral
The best kindergarten you’ve ever seen,Positive
The renewable energy revolution happening in Ukraine,Positive
A warm embrace that saves lives,Positive
Free or cheap Wii Remote hacks,Neutral
Why is ketchup so hard to pour?,Neutral
How much land does it take to power the world?,Neutral
Photographing the hidden story,Neutral
The value of an eclectic streaming queue,Positive
Refugees have the right to be protected,Positive
Wearing nothing new,Negative
The secret of the bat genome,Neutral
Did ancient Troy really exist?,Neutral
The secret language of trees,Neutral
Inside a school for suicide bombers,Negative
A small country with big ideas to get rid of fossil fuels,Positive
A smog vacuum cleaner and other magical city designs,Positive
Insightful human portraits made from data,Positive
The single biggest reason why start-ups succeed,Positive
"Claim your ""manspace""",Positive
Are the Illuminati real?,Neutral
The music of a war child,Negative
Advice to a young scientist,Positive
How cities are detoxing transportation,Positive
The troubling reason why vaccines are made too late ... if they're made at all,Negative
Visions for the future,Positive
What baby boomers can learn from millennials at work -- and vice versa,Positive
A simple trick to improve positive thinking,Positive
How I built a first aid kit for astronauts,Positive
Let's end ageism,Positive
What you can learn from people who disagree with you,Positive
What's a smartphone made of?,Neutral
Small ways women can support each other at work ,Positive
What if you could sing in your favorite musician's voice?,Positive
Why we should search for alien artifacts,Positive
"To solve the world's biggest problems, invest in women and girls",Positive
What female military leadership can teach us about overcoming self-doubt,Positive
"How we rescued the ""dancing bears""",Positive
The awesome potential of many metaverses,Positive
"See how the rest of the world lives, organized by income",Neutral
What are animals thinking and feeling?,Neutral
How great leaders take on uncertainty,Positive
A meditation on Rumi and the power of poetry,Positive
A 3-step guide to believing in yourself,Positive
What I've learned about parenting as a stay-at-home dad,Positive
A brief history of plastic,Neutral
A life of purpose,Positive
Everyone around you has a story the world needs to hear,Positive
How to get serious about diversity and inclusion in the workplace,Positive
To upgrade is human,Positive
A video game that helps us understand loneliness,Neutral
The problem with plastics -- and how they're changing the environment,Negative
The chaotic brilliance of artist Jean-Michel Basquiat,Positive
Year In Ideas 2015,Neutral
The global learning crisis -- and what to do about it,Negative
A lab the size of a postage stamp,Positive
The math behind basketball's wildest moves,Neutral
How this disease changes the shape of your cells,Neutral
Why we love repetition in music,Neutral
How accurate is the weather forecast?,Neutral
10 ways to have a better conversation,Positive
6 ways to save the internet,Positive
Re-engineering the brain,Neutral
Is anatomy destiny?,Neutral
Embrace your inner girl,Positive
"When I die, recompose me",Neutral
The case for a decentralized internet,Positive
Sometimes it's good to give up the driver's seat,Positive
A boat carrying 500 refugees sunk at sea. The story of two survivors,Negative
Europe's plan to become the first carbon-neutral continent,Positive
How AI could become an extension of your mind,Positive
The future of money,Positive
The visual magic of comics,Positive
Can light stop the coronavirus?,Neutral
The crime-fighting power of cross-border investigative journalism,Positive
How fake news does real harm,Negative
"NFTs, the metaverse and the future of digital art",Positive
The 4 stories we tell ourselves about death,Neutral
Our creative relationship with AI is just beginning,Positive
"""Not About Me""",Neutral
How the arts help homeless youth heal and build,Positive
Massively multi-player… thumb-wrestling?,Positive
The electrical blueprints that orchestrate life,Positive
Why is the Mona Lisa so famous?,Neutral
The simple genius of a good graphic,Positive
Why people fall for misinformation,Neutral
What refugees need to start new lives,Positive
Can we build AI without losing control over it?,Negative
How we're tracking medical donations across the world,Neutral
An electrifying organ performance,Positive
A guide to collaborative leadership,Positive
Why veterans miss war,Negative
The illustrated woman,Positive
My friend Richard Feynman,Positive
Dignity isn't a privilege. It's a worker's right,Positive
The walkable city,Positive
How risk-taking changes a teenager's brain,Neutral
How the West can adapt to a rising Asia,Positive
How farming could employ Africa's young workforce -- and help build peace,Positive
Filming democracy in Ghana,Neutral
An 8-dimensional model of the universe,Neutral
I am the donation,Positive
Let's crowdsource the world's goals,Positive
The next software revolution: programming biological cells,Positive
HIV -- how to fight an epidemic of bad laws,Negative
The rhythm of Afrobeat,Positive
Abundance is our future,Positive
Play! Experiment! Discover!,Positive
4 powerful poems about Parkinson's and growing older,Neutral
I don't want children -- stop telling me I'll change my mind,Negative
Why I have coffee with people who send me hate mail,Positive
Mining minerals from seawater,Positive
Why glass towers are bad for city life -- and what we need instead,Negative
Ethical dilemma: The burger murders,Negative
Why you should care about whale poo,Positive
The wonderful world of life in a drop of water,Positive
How policewomen make communities safer,Positive
Mao Zedong's infamous mango cult,Negative
Who counts as a speaker of a language?,Neutral
"Your online life, permanent as a tattoo",Negative
How an entrepreneurial potter helped restore beauty to a city,Positive
Freeing energy from the grid,Positive
How we're using drones to deliver blood and save lives,Positive
Terrorism is a failed brand,Negative
How an obese town lost a million pounds,Positive
We need nuclear power to solve climate change,Positive
"3 stories of Pakistani resilience, told in film",Positive
"""Women of Hope""",Positive
Hooked by an octopus,Neutral
How to stay calm under pressure,Positive
"How to calm your anxiety, from a neuroscientist",Positive
Reach into the computer and grab a pixel,Neutral
Tracking the whole world's carbon emissions -- with satellites and AI,Positive
What to do when everything feels broken,Negative
"What makes a job ""good"" -- and the case for investing in people",Positive
How a miniaturized atomic clock could revolutionize space exploration,Positive
A more accurate way to calculate emissions,Neutral
Is there any truth to the King Arthur legends?,Neutral
Can you solve the magical maze riddle?,Neutral
"Coneheads, egg stacks and anteater attacks: The reign of a termite queen",Neutral
Animate characters by evolving them,Neutral
The cockroach beatbox,Neutral
What will humans look like in 100 years?,Neutral
Can you solve the fortress riddle?,Neutral
The 5 tenets of turning pain into power,Positive
A Saudi woman who dared to drive,Positive
Life in the deep oceans,Neutral
"What I'm worried about, what I'm excited about",Neutral
Happiness by design,Positive
4 things all great listeners know,Positive
How sampling transformed music,Positive
Solving the sanitation crisis,Positive
"Mansa Musa, one of the wealthiest people who ever lived",Positive
Why we need better stories,Positive
How the James Webb Space Telescope will unfold the universe,Positive
The art of asking,Neutral
Trusting the ensemble,Positive
Hedonistic sustainability,Positive
The secret ingredient of business success,Positive
The truth about unwanted arousal,Neutral
The fight to end rare-animal trafficking in Brazil,Positive
How I use art to bridge misunderstanding,Positive
5 ways to share math with kids,Positive
Public art that turns cities into playgrounds of the imagination,Positive
"Religion, evolution, and the ecstasy of self-transcendence",Positive
A taboo-free way to talk about periods,Positive
Could tissue engineering mean personalized medicine?,Positive
Pros and cons of public opinion polls,Neutral
What happens when biology becomes technology?,Neutral
How humanity doubled life expectancy in a century,Positive
The dangerous evolution of HIV,Negative
The one question every aspiring leader needs to ask,Positive
The taboo secret to better health,Positive
The era of personal DNA testing is here,Positive
"Magical houses, made of bamboo",Positive
How to stop banks from investing in fossil fuels ,Negative
How to embrace emotions at work,Positive
What does the universe sound like? A musical tour,Neutral
"A Saudi, an Indian and an Iranian walk into a Qatari bar ...",Positive
"Non-lethal weapons, a moral hazard?",Negative
The intended consequences of helping nature thrive,Positive
"""Dive In""",Positive
"Why should you read ""A Midsummer Night's Dream?"" ",Positive
The unstoppable walk to political reform,Positive
How to read the genome and build a human being,Neutral
3 steps to turn everyday get-togethers into transformative gatherings,Positive
The art of first impressions -- in design and life,Positive
The brilliance of bioluminescence,Positive
The surprisingly logical minds of babies,Positive
The mission to create a searchable database of Earth's surface,Positive
Intricate beauty by design,Positive
Gourmet food for the final frontier,Positive
Helping others makes us happier -- but it matters how we do it,Positive
Mental health for all by involving all,Positive
"The injustice of ""policing for profit"" -- and how to end it",Negative
"Ancient Pompeii's hidden messages, preserved in graffiti",Neutral
Why I defend women's inheritance rights,Positive
New York -- before the City,Neutral
The case for same-sex marriage,Positive
One more reason to get a good night's sleep,Positive
Where are we trying to end up?,Neutral
"How ""dilemma thinking"" transforms argument into action",Positive
This tennis icon paved the way for women in sports,Positive
Community-powered solutions to the climate crisis,Positive
Una idea osada para reemplazar a los políticos,Positive
How to know if you're being selfish (and whether or not that's bad),Neutral
How sound can hack your memory while you sleep,Neutral
Love letters to what we hold dear,Positive
"""Interpassion"" / ""Ba$$in""",Positive
Visual illusions that show how we (mis)think,Neutral
A promising test for pancreatic cancer ... from a teenager,Positive
A new superweapon in the fight against cancer,Positive
History vs. Henry VIII,Neutral
Indigenous knowledge meets science to take on climate change,Positive
The genius puppetry behind War Horse,Positive
Can you steal the most powerful wand in the wizarding world?,Neutral
My trek to the South Pole,Positive
Can we edit memories?,Neutral
How the gut microbes you're born with affect your lifelong health,Neutral
What the world can learn from Ukraine's fight for democracy,Positive
How I became an entrepreneur at 66,Positive
How fake handbags fund terrorism and organized crime,Negative
Why the universe seems so strange,Neutral
What if we supported millions of African farmers in growing more food?,Positive
Sustainable cooling that doesn't warm the planet,Positive
Romance and revolution: The poetry of Pablo Neruda,Positive
What's your leadership language?,Positive
Can love and independence coexist?,Neutral
We are all designers,Positive
"Lasting conservation, led by Indigenous heritage",Positive
A free digital library,Positive
How play helps a kid's brain grow,Positive
How to overcome our biases? Walk boldly toward them,Positive
What would happen if everyone stopped eating meat tomorrow? ,Neutral
How digital DNA could help you make better health choices,Positive
The ancestor of language,Neutral
It's impossible to have healthy people on a sick planet,Negative
A song of the city,Positive
Re-imagine the future,Positive
The radical promise of the multi-touch interface,Positive
Can you solve the human cannonball riddle? ,Neutral
Harvey Milk's radical vision of equality,Positive
Why language is humanity's greatest invention,Positive
5 skin health myths to stop believing now,Neutral
What you can do to stop economic crime,Positive
Need a new idea? Start at the edge of what is known,Positive
"Why we love, why we cheat",Neutral
What will a future without secrets look like?,Neutral
Imagine a European democracy without borders,Positive
5 ethical principles for digitizing humanitarian aid,Neutral
Empathy is not endorsement,Neutral
Our next giant leap,Positive
A monkey economy as irrational as ours,Neutral
You deserve the right to repair your stuff,Positive
A country with no water,Negative
The transformative potential of AGI — and when it might arrive,Positive
How grief helped me become a better caregiver,Positive
A one-woman global village,Positive
Why we need more dogs in hospitals,Positive
"What is Juneteenth, and why is it important?",Neutral
What it feels like to see Earth from space,Positive
The case for restorative justice in juvenile courts,Positive
Africans should lead on health care solutions for Africa,Positive
"Fun, fierce and fantastical African art",Positive
Collective cooperation in the social sector,Positive
Why play is essential for business,Positive
Chemical scum that dream of distant quasars,Neutral
How to cope with loneliness,Negative
"Spore, birth of a game",Positive
If superpowers were real: Flight,Neutral
"Archaeology, animal photography, BBQ ...",Neutral
The (de)colonizing of beauty,Neutral
My subversive (garden) plot,Positive
How to learn? From mistakes,Positive
24 hours on Earth -- in one image,Neutral
The coolest animal you know nothing about ... and how we can save it,Positive
"Singing ""What I Want""",Positive
What's the difference between guilt and shame?,Neutral
Aid for Africa? No thanks.,Negative
Do what you love (no excuses!),Positive
How to persuade a computer,Neutral
Industry 4.0: how intelligent machines will transform everything we know,Positive
"Robots that ""show emotion""",Positive
Cement's carbon problem -- and 2 ways to fix it,Positive
How to use a semicolon,Neutral
This company pays kids to do their math homework,Neutral
A love letter to realism in a time of grief,Positive
A forgotten Space Age technology could change how we grow food,Positive
Why aren't we only using solar power?,Negative
Gerrymandering: How drawing jagged lines can impact an election,Neutral
"Flow, the secret to happiness",Positive
Why don't poisonous animals poison themselves?,Neutral
A plea for bees,Negative
The first and last king of Haiti,Neutral
How a sanctuary for self-expression can change lives,Positive
Treat design as art,Positive
How education helped me rewrite my life,Positive
The virginity fraud,Negative
Why you should ditch deadly fossil-fuel appliances,Negative
How we'll fight the next deadly virus,Positive
Why the buildings of the future will be shaped by ... you,Positive
Savitri and Satyavan: The legend of the princess who outwitted Death,Positive
7 ways games reward the brain,Positive
Evolution's great mystery: Language,Neutral
Cicadas: The dormant army beneath your feet,Neutral
Comma story,Neutral
The future of reading. It's fast,Positive
"The myth of Jason, Medea, and the Golden Fleece",Neutral
A poet's plea to save our planet,Positive
The discovery that could rewrite physics,Positive
How NFTs are building the internet of the future,Positive
A 13-year-old's plan for removing plastic from the oceans,Positive
How schools should respond to COVID-19,Neutral
3 creative ways to fix fashion's waste problem,Positive
How to turn off work thoughts during your free time,Positive
The surprising way groups like ISIS stay in power,Negative
The habits of happiness,Positive
Plus-size? More like my size,Positive
How we turned the tide on domestic violence (Hint: the Polaroid helped),Positive
Ideas worth dating,Positive
Are we ready for neo-evolution?,Neutral
"The past, present and future of nicotine addiction",Neutral
The strange politics of disgust,Neutral
Want kids to learn well? Feed them well,Positive
Cradle to cradle design,Positive
A disability-inclusive future of work,Positive
A full-band beatbox,Positive
Photographing nature beyond the limits of human perception,Positive
"Weird, or just different?",Neutral
Why wildfires have gotten worse -- and what we can do about it,Positive
"Family businesses are here to stay, and thrive",Positive
Teaching design for change,Positive
"What COVID-19 means for the future of commerce, capitalism and cash",Neutral
If superpowers were real: Immortality,Neutral
"Improvising on piano, aged 14",Positive
Why we need darkness,Neutral
Metaphorically speaking,Neutral
The power of the Afro pick,Positive
"The story of 'Oumuamua, the first visitor from another star system",Neutral
"What is a poop transplant, and how does it work?",Neutral
"Crisis support for the world, one text away",Positive
Scenes from a Black trans life,Neutral
How the Normans changed the history of Europe,Neutral
"A local, sustainable solution to the energy crisis",Positive
Leadership in the age of AI,Neutral
How YouTube thinks about copyright,Neutral
How I bring imagined worlds to life,Positive
How to challenge conventional wisdom -- and change any industry,Positive
Kids can teach themselves,Positive
Intimate photos of a senior love triangle,Negative
TED Countdown Dilemma Series: Carbon credits [Session 1],Neutral
"The link between climate change, health and poverty",Neutral
The wicked wit of Jane Austen,Positive
Why jobs of the future won't feel like work,Positive
How Christmas lights helped guerrillas put down their guns,Positive
5 tips for dealing with meeting overload,Neutral
How to put the power of law in people's hands,Positive
A creative approach to community climate action,Positive
"""Turceasca""",Neutral
What investigating neural pathways can reveal about mental health,Neutral
Does planting trees actually cool the planet?,Neutral
El impacto del marketing en los medicamentos que tomamos,Neutral
How dogs help with conservation efforts,Positive
"Depressed dogs, cats with OCD — what animal madness means for us humans",Negative
This weird trick will help you summon an army of worms,Neutral
What is Alzheimer's disease?,Neutral
"My simple invention, designed to keep my grandfather safe",Positive
The gift and power of emotional courage,Positive
How AI is learning what it means to be human,Positive
Songs that bring history to life,Positive
"Pool medical patents, save lives",Positive
A one-man orchestra of the imagination,Positive
Oberammergau,Neutral
A new way to explain explanation,Neutral
5 transformational policies for a prosperous and sustainable world,Positive
Want a more just world? Be an unlikely ally,Positive
The $8 billion iPod,Positive
How to stop torture,Negative
Fusion is energy's future,Positive
"You smell with your body, not just your nose",Neutral
You are the future of philanthropy,Positive
The case for a 4-day work week,Positive
Teaching one child at a time,Positive
If superpowers were real: Super strength,Neutral
What we learn from insects' sex lives,Neutral
Why we need more (real) science in fiction,Positive
Should you care what your parents think?,Neutral
Design is in the details,Positive
What causes insomnia?,Neutral
"""St. James Infirmary Blues""",Negative
6 tips for better sleep,Positive
7 principles for building better cities,Positive
Inside America's dead shopping malls,Negative
Can you be awake and asleep at the same time?,Neutral
Kabuki: The people's dramatic art,Positive
Obesity + hunger = 1 global food issue,Negative
"Spectacular, glorious, musical wizardry",Positive
Three types of online attack,Neutral
A letter to all who have lost in this era,Negative
Increase your self-awareness with one simple fix,Positive
How PhotoSynth can connect the world's images,Positive
The big idea my brother inspired,Positive
Architecture that's built to heal,Positive
Why we need to end the era of orphanages,Positive
Dictators hate political cartoons -- so I keep drawing them,Positive
Is capitalism actually broken?,Negative
"Hack a banana, make a keyboard!",Positive
How language transformed humanity,Positive
Why helmets don't prevent concussions -- and what might,Neutral
Two nerdy obsessions meet -- and it's magic,Positive
Is the obesity crisis hiding a bigger problem?,Negative
Simplifying complexity,Neutral
Discovering ancient climates in oceans and ice,Neutral
How to build for human life on Mars,Positive
Could you survive the real Twilight Zone?,Neutral
